48.971070 -263.904811 -1.974365 1.945017
-118.451724 -212.731262 2.056709 -1.825083
73.463513 -398.171892 0.332347 -1.911324
-188.555516 -86.512683 -1.376700 1.371040
99.515076 -185.647781 -4.290296 -0.630946
-7.057900 -146.590745 -0.468690 0.516182
255.903359 -89.026309 -0.001785 -6.330322
-10.563984 -162.080696 3.752712 -0.094065
121.686201 -166.007437 -0.821660 -5.023701
-266.676543 69.035489 4.915754 -3.209869
311.448039 206.233240 0.115089 2.845587
37.383550 56.238311 -3.550941 3.090486
372.888221 -187.955301 -7.276369 0.220585
173.906386 -227.692915 2.327084 0.364989
-127.539427 -204.255801 -0.872841 2.261287
109.691027 -115.671229 -3.207456 0.377710
21.319181 326.672765 1.361724 -0.522951
426.598039 165.350708 1.637331 -4.644464
-83.419063 -305.904675 -2.148295 -1.168598
89.766720 -169.891530 -0.697351 1.185991
85.846773 296.248232 1.331269 -0.873148
96.710712 -103.102725 -2.043586 -0.478227
-111.322499 -42.645024 0.935324 1.170170
37.389627 -10.576128 -0.840934 -0.626116
-327.276792 130.506169 0.179124 -2.038979
-1.674977 37.521212 -0.256407 1.400869
220.862050 67.475877 -0.469280 -7.279179
-22.177498 -143.534251 5.706657 -2.516681
-214.379045 117.875215 -1.972075 0.806214
449.343292 -394.901354 -0.163691 5.082710
-13.775046 -312.724163 0.230118 -1.457311
47.366878 -263.462736 -3.011937 -0.184446
367.652931 218.255368 -0.836524 1.069872
7.101365 120.362865 -0.046561 4.217237
43.534409 234.906176 0.716218 -0.258672
-29.201070 213.933951 1.068838 3.455510
-127.020520 -252.302276 0.131450 -0.094358
-249.649027 196.909610 -1.621042 -4.905025
3.839221 -16.089826 0.073487 2.352257
85.728231 66.259475 2.252781 1.999997
-133.177027 -25.634406 1.892491 -0.531001
274.183766 -27.969694 2.271124 -2.525124
134.358874 -43.124890 -3.554068 1.410919
63.906532 259.777563 0.139069 1.859779
453.280971 83.887063 -3.686844 5.350774
-125.555716 143.935045 -3.271058 2.133772
3.923405 128.807606 1.803795 -1.919468
-55.414773 -33.694726 5.386089 0.566120
218.628598 25.569766 3.631366 0.682379
151.936279 172.019967 3.132968 4.753368
18.676499 104.909935 0.245034 2.548770
343.358624 36.217790 1.598090 -0.109428
-66.996162 260.887394 4.794560 1.907261
22.653367 44.700818 -3.335275 -0.052232
-72.397771 165.989928 -1.202606 -0.377228
38.233081 151.959768 2.387294 3.716712
160.999592 50.465535 5.806175 -1.476896
-14.956364 44.791053 -0.233951 0.424936
-162.119549 -48.206810 0.676314 2.613431
